assignmentId,courseId,createdAt,id,isAvailable,moduleId,status,studentId,updatedAt
ASG334226,CRS831057,2025-09-24T16:49:39.787071,fa_87b757db,False,MOD982753,future,925707456,2025-09-24T16:49:39.787071
ASG969040,CRS831057,2025-09-24T16:49:39.787071,fa_a6621c52,False,MOD982753,future,925707456,2025-09-24T16:49:39.787071
ASG680531,CRS831057,2025-09-24T16:49:39.787071,fa_188b520a,False,MOD661977,future,925707456,2025-09-24T16:49:39.787071
ASG119864,CRS831057,2025-09-24T16:49:39.787071,fa_561882f8,False,MOD308740,future,925707456,2025-09-24T16:49:39.787071
ASG430137,CRS831057,2025-09-24T16:49:39.787071,fa_efe3aa93,False,MOD308740,future,925707456,2025-09-24T16:49:39.787071
ASG732860,CRS831057,2025-09-24T16:49:39.787071,fa_e20ef9b7,False,MOD788235,future,925707456,2025-09-24T16:49:39.787071
ASG544071,CRS831057,2025-09-24T16:49:39.787071,fa_cec2d113,False,MOD959497,future,925707456,2025-09-24T16:49:39.787071
ASG961711,CRS058797,2025-09-24T16:49:39.787071,fa_fe3840a1,False,MOD342337,future,925707456,2025-09-24T16:49:39.787071
ASG134566,CRS058797,2025-09-24T16:49:39.787071,fa_ea184e27,False,MOD987246,future,925707456,2025-09-24T16:49:39.787071
ASG266948,CRS058797,2025-09-24T16:49:39.787071,fa_c1a9945a,False,MOD987246,future,925707456,2025-09-24T16:49:39.787071
ASG156319,CRS058797,2025-09-24T16:49:39.787071,fa_982d0462,False,MOD764544,future,925707456,2025-09-24T16:49:39.787071
ASG671266,CRS058797,2025-09-24T16:49:39.787071,fa_c9559194,False,MOD764544,future,925707456,2025-09-24T16:49:39.787071
ASG468722,CRS058797,2025-09-24T16:49:39.787071,fa_35eb0f55,False,MOD613318,future,925707456,2025-09-24T16:49:39.787071
ASG000246,CRS058797,2025-09-24T16:49:39.787071,fa_a70f30ba,False,MOD613318,future,925707456,2025-09-24T16:49:39.787071
ASG242021,CRS058797,2025-09-24T16:49:39.787071,fa_30b12733,False,MOD389985,future,925707456,2025-09-24T16:49:39.787071
ASG052242,CRS652689,2025-09-24T16:49:39.787071,fa_e0ccc2fd,False,MOD272229,future,925707456,2025-09-24T16:49:39.787071
ASG932521,CRS652689,2025-09-24T16:49:39.787071,fa_6de79449,False,MOD272229,future,925707456,2025-09-24T16:49:39.787071
ASG194384,CRS652689,2025-09-24T16:49:39.787071,fa_d0a3be60,False,MOD430710,future,925707456,2025-09-24T16:49:39.787071
ASG632615,CRS652689,2025-09-24T16:49:39.787071,fa_cb64173a,False,MOD340216,future,925707456,2025-09-24T16:49:39.787071
ASG996962,CRS652689,2025-09-24T16:49:39.787071,fa_cf59c0f3,False,MOD340216,future,925707456,2025-09-24T16:49:39.787071
ASG852989,CRS652689,2025-09-24T16:49:39.787071,fa_fe10cd9a,False,MOD730860,future,925707456,2025-09-24T16:49:39.787071
ASG436735,CRS652689,2025-09-24T16:49:39.787071,fa_c785ce00,False,MOD730860,future,925707456,2025-09-24T16:49:39.787071
ASG922746,CRS652689,2025-09-24T16:49:39.787071,fa_3bedccce,False,MOD351862,future,925707456,2025-09-24T16:49:39.787071
ASG569685,CRS652689,2025-09-24T16:49:39.787071,fa_3a3642d8,False,MOD351862,future,925707456,2025-09-24T16:49:39.787071
ASG450416,CRS652689,2025-09-24T16:49:39.787071,fa_1bba71e0,False,MOD152732,future,925707456,2025-09-24T16:49:39.787071
ASG757487,CRS652689,2025-09-24T16:49:39.787071,fa_514c1fdf,False,MOD229518,future,925707456,2025-09-24T16:49:39.787071
ASG811498,CRS652689,2025-09-24T16:49:39.787071,fa_38ea4935,False,MOD017828,future,925707456,2025-09-24T16:49:39.787071
ASG309689,CRS652689,2025-09-24T16:49:39.787071,fa_d7b823a4,False,MOD017828,future,925707456,2025-09-24T16:49:39.787071
ASG185223,CRS652689,2025-09-24T16:49:39.787071,fa_e1c4b4f1,False,MOD346529,future,925707456,2025-09-24T16:49:39.787071
ASG800475,CRS583398,2025-09-24T16:49:39.787071,fa_2edbf621,False,MOD624828,future,925707456,2025-09-24T16:49:39.787071
ASG467978,CRS583398,2025-09-24T16:49:39.787071,fa_40db492e,False,MOD624828,future,925707456,2025-09-24T16:49:39.787071
ASG505003,CRS583398,2025-09-24T16:49:39.787071,fa_8823461a,False,MOD416467,future,925707456,2025-09-24T16:49:39.787071
ASG841128,CRS583398,2025-09-24T16:49:39.789070,fa_763987cf,False,MOD416467,future,925707456,2025-09-24T16:49:39.789070
ASG327241,CRS583398,2025-09-24T16:49:39.789070,fa_7a2a7d79,False,MOD852923,future,925707456,2025-09-24T16:49:39.789070
ASG234064,CRS583398,2025-09-24T16:49:39.789070,fa_86efe405,False,MOD852923,future,925707456,2025-09-24T16:49:39.789070
ASG446368,CRS583398,2025-09-24T16:49:39.789070,fa_b8c98911,False,MOD295195,future,925707456,2025-09-24T16:49:39.789070
ASG206847,CRS583398,2025-09-24T16:49:39.789070,fa_1f9f0ac2,False,MOD295195,future,925707456,2025-09-24T16:49:39.789070
ASG959133,CRS583398,2025-09-24T16:49:39.789070,fa_9bdd403c,False,MOD489717,future,925707456,2025-09-24T16:49:39.789070
ASG546268,CRS583398,2025-09-24T16:49:39.789070,fa_e8e84315,False,MOD178390,future,925707456,2025-09-24T16:49:39.789070
ASG486881,CRS430230,2025-09-24T16:49:39.789070,fa_c171b2fd,False,MOD700031,future,585222042,2025-09-24T16:49:39.789070
ASG976589,CRS430230,2025-09-24T16:49:39.789070,fa_ea088b07,False,MOD700031,future,585222042,2025-09-24T16:49:39.789070
ASG606210,CRS430230,2025-09-24T16:49:39.789070,fa_56316b1c,False,MOD192486,future,585222042,2025-09-24T16:49:39.789070
ASG613485,CRS430230,2025-09-24T16:49:39.789070,fa_bc677363,False,MOD369841,future,585222042,2025-09-24T16:49:39.789070
ASG534715,CRS430230,2025-09-24T16:49:39.789070,fa_94966b2c,False,MOD369841,future,585222042,2025-09-24T16:49:39.789070
ASG527103,CRS430230,2025-09-24T16:49:39.789070,fa_7366d001,False,MOD405876,future,585222042,2025-09-24T16:49:39.789070
ASG442700,CRS430230,2025-09-24T16:49:39.789070,fa_dd769a9b,False,MOD405876,future,585222042,2025-09-24T16:49:39.789070
ASG517019,CRS430230,2025-09-24T16:49:39.789070,fa_421ef2b4,False,MOD975016,future,585222042,2025-09-24T16:49:39.789070
ASG273230,CRS430230,2025-09-24T16:49:39.789070,fa_3d7f813f,False,MOD016077,future,585222042,2025-09-24T16:49:39.789070
ASG055313,CRS430230,2025-09-24T16:49:39.789070,fa_7bceb1ad,False,MOD635821,future,585222042,2025-09-24T16:49:39.789070
ASG329057,CRS446141,2025-09-24T16:49:39.789070,fa_d79292a1,False,MOD210995,future,585222042,2025-09-24T16:49:39.789070
ASG284784,CRS446141,2025-09-24T16:49:39.790268,fa_72152450,False,MOD210995,future,585222042,2025-09-24T16:49:39.790268
ASG009429,CRS446141,2025-09-24T16:49:39.790268,fa_5b48e78f,False,MOD874307,future,585222042,2025-09-24T16:49:39.790268
ASG687550,CRS446141,2025-09-24T16:49:39.790268,fa_9345056b,False,MOD874307,future,585222042,2025-09-24T16:49:39.790268
ASG628091,CRS446141,2025-09-24T16:49:39.790268,fa_a34a1560,False,MOD735642,future,585222042,2025-09-24T16:49:39.790268
ASG200193,CRS446141,2025-09-24T16:49:39.790268,fa_6e7cc4e5,False,MOD373068,future,585222042,2025-09-24T16:49:39.790268
ASG432376,CRS446141,2025-09-24T16:49:39.790268,fa_9d2555fa,False,MOD373068,future,585222042,2025-09-24T16:49:39.790268
ASG765867,CRS446141,2025-09-24T16:49:39.790268,fa_0540a51d,False,MOD532943,future,585222042,2025-09-24T16:49:39.790268
ASG609768,CRS446141,2025-09-24T16:49:39.790268,fa_d1248bcd,False,MOD532943,future,585222042,2025-09-24T16:49:39.790268
ASG914539,CRS446141,2025-09-24T16:49:39.790268,fa_587270f0,False,MOD666036,future,585222042,2025-09-24T16:49:39.790268
ASG424151,CRS446141,2025-09-24T16:49:39.790268,fa_aac06074,False,MOD666036,future,585222042,2025-09-24T16:49:39.790268
ASG528951,CRS446141,2025-09-24T16:49:39.790268,fa_3d7f3423,False,MOD450429,future,585222042,2025-09-24T16:49:39.790268
ASG429405,CRS446141,2025-09-24T16:49:39.790814,fa_7e9f2a51,False,MOD450429,future,585222042,2025-09-24T16:49:39.790814
ASG488161,CRS446141,2025-09-24T16:49:39.790814,fa_250a7bf8,False,MOD413247,future,585222042,2025-09-24T16:49:39.790814
ASG367080,CRS446141,2025-09-24T16:49:39.790814,fa_db0a0c15,False,MOD413247,future,585222042,2025-09-24T16:49:39.790814
ASG852991,CRS446141,2025-09-24T16:49:39.790814,fa_004db244,False,MOD682512,future,585222042,2025-09-24T16:49:39.790814
ASG993493,CRS446141,2025-09-24T16:49:39.790814,fa_ebb1cc35,False,MOD682512,future,585222042,2025-09-24T16:49:39.790814
ASG365489,CRS446141,2025-09-24T16:49:39.790814,fa_d6f9954b,False,MOD330967,future,585222042,2025-09-24T16:49:39.790814
ASG102439,CRS446141,2025-09-24T16:49:39.790814,fa_2098cd47,False,MOD330967,future,585222042,2025-09-24T16:49:39.790814
ASG263927,CRS261592,2025-09-24T16:49:39.790814,fa_d4933ec0,False,MOD922432,future,585222042,2025-09-24T16:49:39.790814
ASG505574,CRS261592,2025-09-24T16:49:39.790814,fa_0243d066,False,MOD955420,future,585222042,2025-09-24T16:49:39.790814
ASG756236,CRS261592,2025-09-24T16:49:39.790814,fa_1efc3fc6,False,MOD955420,future,585222042,2025-09-24T16:49:39.790814
ASG394130,CRS261592,2025-09-24T16:49:39.790814,fa_65aa0cbb,False,MOD895159,future,585222042,2025-09-24T16:49:39.790814
ASG595646,CRS261592,2025-09-24T16:49:39.790814,fa_14dcb10b,False,MOD383486,future,585222042,2025-09-24T16:49:39.790814
ASG037975,CRS261592,2025-09-24T16:49:39.790814,fa_7bf145fa,False,MOD383486,future,585222042,2025-09-24T16:49:39.790814
ASG871008,CRS831057,2025-09-24T16:49:39.790814,fa_e980120b,False,MOD616746,future,585222042,2025-09-24T16:49:39.790814
ASG857855,CRS831057,2025-09-24T16:49:39.790814,fa_92b521f7,False,MOD228517,future,585222042,2025-09-24T16:49:39.790814
ASG753549,CRS831057,2025-09-24T16:49:39.790814,fa_9001bc6f,False,MOD228517,future,585222042,2025-09-24T16:49:39.790814
ASG334226,CRS831057,2025-09-24T16:49:39.790814,fa_b6c0ad82,False,MOD982753,future,585222042,2025-09-24T16:49:39.790814
ASG969040,CRS831057,2025-09-24T16:49:39.790814,fa_812e9b49,False,MOD982753,future,585222042,2025-09-24T16:49:39.790814
ASG680531,CRS831057,2025-09-24T16:49:39.790814,fa_2da86540,False,MOD661977,future,585222042,2025-09-24T16:49:39.790814
ASG119864,CRS831057,2025-09-24T16:49:39.792317,fa_7a6d220e,False,MOD308740,future,585222042,2025-09-24T16:49:39.792317
ASG430137,CRS831057,2025-09-24T16:49:39.792317,fa_3e07dfb6,False,MOD308740,future,585222042,2025-09-24T16:49:39.792317
ASG732860,CRS831057,2025-09-24T16:49:39.792317,fa_7cbfabd7,False,MOD788235,future,585222042,2025-09-24T16:49:39.792317
ASG544071,CRS831057,2025-09-24T16:49:39.792317,fa_c78aefd6,False,MOD959497,future,585222042,2025-09-24T16:49:39.792317
ASG961711,CRS058797,2025-09-24T16:49:39.792317,fa_c7b82d19,False,MOD342337,future,585222042,2025-09-24T16:49:39.792317
ASG134566,CRS058797,2025-09-24T16:49:39.792317,fa_fad09c0b,False,MOD987246,future,585222042,2025-09-24T16:49:39.792317
ASG266948,CRS058797,2025-09-24T16:49:39.792317,fa_7c124f9a,False,MOD987246,future,585222042,2025-09-24T16:49:39.792317
ASG156319,CRS058797,2025-09-24T16:49:39.792317,fa_69de75ce,False,MOD764544,future,585222042,2025-09-24T16:49:39.792317
ASG671266,CRS058797,2025-09-24T16:49:39.792317,fa_dd017b45,False,MOD764544,future,585222042,2025-09-24T16:49:39.792317
ASG468722,CRS058797,2025-09-24T16:49:39.792317,fa_7f0084d5,False,MOD613318,future,585222042,2025-09-24T16:49:39.792317
ASG000246,CRS058797,2025-09-24T16:49:39.792317,fa_cf961d40,False,MOD613318,future,585222042,2025-09-24T16:49:39.792317
ASG242021,CRS058797,2025-09-24T16:49:39.792317,fa_172a1cce,False,MOD389985,future,585222042,2025-09-24T16:49:39.792317
ASG052242,CRS652689,2025-09-24T16:49:39.792317,fa_c6ee3a2d,False,MOD272229,future,585222042,2025-09-24T16:49:39.792317
ASG932521,CRS652689,2025-09-24T16:49:39.792317,fa_a094db56,False,MOD272229,future,585222042,2025-09-24T16:49:39.792317
ASG194384,CRS652689,2025-09-24T16:49:39.792317,fa_d75ad54c,False,MOD430710,future,585222042,2025-09-24T16:49:39.792317
ASG632615,CRS652689,2025-09-24T16:49:39.792317,fa_3985a954,False,MOD340216,future,585222042,2025-09-24T16:49:39.792317
ASG996962,CRS652689,2025-09-24T16:49:39.792317,fa_8840a90a,False,MOD340216,future,585222042,2025-09-24T16:49:39.792317
ASG852989,CRS652689,2025-09-24T16:49:39.792317,fa_e9399ca5,False,MOD730860,future,585222042,2025-09-24T16:49:39.792317
ASG436735,CRS652689,2025-09-24T16:49:39.792317,fa_d76e2626,False,MOD730860,future,585222042,2025-09-24T16:49:39.792317
ASG922746,CRS652689,2025-09-24T16:49:39.792317,fa_381f38ae,False,MOD351862,future,585222042,2025-09-24T16:49:39.792317
ASG569685,CRS652689,2025-09-24T16:49:39.792317,fa_1e2ff1da,False,MOD351862,future,585222042,2025-09-24T16:49:39.792317
ASG450416,CRS652689,2025-09-24T16:49:39.792317,fa_5034519a,False,MOD152732,future,585222042,2025-09-24T16:49:39.792317
ASG757487,CRS652689,2025-09-24T16:49:39.792317,fa_2529d9fa,False,MOD229518,future,585222042,2025-09-24T16:49:39.792317
ASG811498,CRS652689,2025-09-24T16:49:39.792317,fa_bbca1eba,False,MOD017828,future,585222042,2025-09-24T16:49:39.792317
ASG309689,CRS652689,2025-09-24T16:49:39.792317,fa_dfae6abb,False,MOD017828,future,585222042,2025-09-24T16:49:39.792317
ASG185223,CRS652689,2025-09-24T16:49:39.792317,fa_a078beff,False,MOD346529,future,585222042,2025-09-24T16:49:39.792317
ASG800475,CRS583398,2025-09-24T16:49:39.792317,fa_2c9e5570,False,MOD624828,future,585222042,2025-09-24T16:49:39.792317
ASG467978,CRS583398,2025-09-24T16:49:39.792317,fa_8066fcfe,False,MOD624828,future,585222042,2025-09-24T16:49:39.792317
ASG505003,CRS583398,2025-09-24T16:49:39.792317,fa_526efb93,False,MOD416467,future,585222042,2025-09-24T16:49:39.792317
ASG841128,CRS583398,2025-09-24T16:49:39.792317,fa_9299a86c,False,MOD416467,future,585222042,2025-09-24T16:49:39.792317
ASG327241,CRS583398,2025-09-24T16:49:39.792317,fa_6d997611,False,MOD852923,future,585222042,2025-09-24T16:49:39.792317
ASG234064,CRS583398,2025-09-24T16:49:39.792317,fa_e65de29e,False,MOD852923,future,585222042,2025-09-24T16:49:39.792317
ASG446368,CRS583398,2025-09-24T16:49:39.792317,fa_1d17917d,False,MOD295195,future,585222042,2025-09-24T16:49:39.792317
ASG206847,CRS583398,2025-09-24T16:49:39.792317,fa_c7239ae6,False,MOD295195,future,585222042,2025-09-24T16:49:39.792317
ASG959133,CRS583398,2025-09-24T16:49:39.792317,fa_0d65d153,False,MOD489717,future,585222042,2025-09-24T16:49:39.792317
ASG546268,CRS583398,2025-09-24T16:49:39.792317,fa_eb8418d5,False,MOD178390,future,585222042,2025-09-24T16:49:39.792317
ASG606210,CRS430230,2025-09-24T16:49:39.794322,fa_57339a79,False,MOD192486,future,657051563,2025-09-24T16:49:39.794322
ASG613485,CRS430230,2025-09-24T16:49:39.794322,fa_1300a8fe,False,MOD369841,future,657051563,2025-09-24T16:49:39.794322
ASG534715,CRS430230,2025-09-24T16:49:39.794322,fa_dafa5427,False,MOD369841,future,657051563,2025-09-24T16:49:39.794322
ASG527103,CRS430230,2025-09-24T16:49:39.794322,fa_5686d849,False,MOD405876,future,657051563,2025-09-24T16:49:39.794322
ASG442700,CRS430230,2025-09-24T16:49:39.794322,fa_a1646769,False,MOD405876,future,657051563,2025-09-24T16:49:39.794322
ASG517019,CRS430230,2025-09-24T16:49:39.794322,fa_64bf23f3,False,MOD975016,future,657051563,2025-09-24T16:49:39.794322
ASG273230,CRS430230,2025-09-24T16:49:39.794322,fa_66bd8b9c,False,MOD016077,future,657051563,2025-09-24T16:49:39.794322
ASG055313,CRS430230,2025-09-24T16:49:39.794322,fa_e292c19f,False,MOD635821,future,657051563,2025-09-24T16:49:39.794322
ASG329057,CRS446141,2025-09-24T16:49:39.794322,fa_af62d256,False,MOD210995,future,657051563,2025-09-24T16:49:39.794322
ASG284784,CRS446141,2025-09-24T16:49:39.794322,fa_17fdaf67,False,MOD210995,future,657051563,2025-09-24T16:49:39.794322
ASG009429,CRS446141,2025-09-24T16:49:39.794322,fa_b2380cfc,False,MOD874307,future,657051563,2025-09-24T16:49:39.794322
ASG687550,CRS446141,2025-09-24T16:49:39.794322,fa_f500a315,False,MOD874307,future,657051563,2025-09-24T16:49:39.794322
ASG628091,CRS446141,2025-09-24T16:49:39.794322,fa_fc2d2bb2,False,MOD735642,future,657051563,2025-09-24T16:49:39.794322
ASG200193,CRS446141,2025-09-24T16:49:39.794322,fa_c85f1c13,False,MOD373068,future,657051563,2025-09-24T16:49:39.794322
ASG432376,CRS446141,2025-09-24T16:49:39.794322,fa_973fe489,False,MOD373068,future,657051563,2025-09-24T16:49:39.794322
ASG765867,CRS446141,2025-09-24T16:49:39.794322,fa_83a59182,False,MOD532943,future,657051563,2025-09-24T16:49:39.794322
ASG609768,CRS446141,2025-09-24T16:49:39.794322,fa_5f4edad2,False,MOD532943,future,657051563,2025-09-24T16:49:39.794322
ASG914539,CRS446141,2025-09-24T16:49:39.794322,fa_cf3bdb90,False,MOD666036,future,657051563,2025-09-24T16:49:39.794322
ASG424151,CRS446141,2025-09-24T16:49:39.794322,fa_04cdb593,False,MOD666036,future,657051563,2025-09-24T16:49:39.794322
ASG528951,CRS446141,2025-09-24T16:49:39.794322,fa_a0fa95fa,False,MOD450429,future,657051563,2025-09-24T16:49:39.794322
ASG429405,CRS446141,2025-09-24T16:49:39.794322,fa_f4de7e30,False,MOD450429,future,657051563,2025-09-24T16:49:39.794322
ASG488161,CRS446141,2025-09-24T16:49:39.794322,fa_d01ff1e4,False,MOD413247,future,657051563,2025-09-24T16:49:39.794322
ASG367080,CRS446141,2025-09-24T16:49:39.794322,fa_c6b5fd24,False,MOD413247,future,657051563,2025-09-24T16:49:39.794322
ASG852991,CRS446141,2025-09-24T16:49:39.794322,fa_1208740c,False,MOD682512,future,657051563,2025-09-24T16:49:39.794322
ASG993493,CRS446141,2025-09-24T16:49:39.794322,fa_7e1cf823,False,MOD682512,future,657051563,2025-09-24T16:49:39.794322
ASG365489,CRS446141,2025-09-24T16:49:39.794322,fa_3e93a987,False,MOD330967,future,657051563,2025-09-24T16:49:39.794322
ASG102439,CRS446141,2025-09-24T16:49:39.794322,fa_df94fbbe,False,MOD330967,future,657051563,2025-09-24T16:49:39.794322
ASG505574,CRS261592,2025-09-24T16:49:39.794322,fa_eb38ffc7,False,MOD955420,future,657051563,2025-09-24T16:49:39.794322
ASG394130,CRS261592,2025-09-24T16:49:39.796321,fa_2ef818a5,False,MOD895159,future,657051563,2025-09-24T16:49:39.796321
ASG595646,CRS261592,2025-09-24T16:49:39.796321,fa_43bea8e6,False,MOD383486,future,657051563,2025-09-24T16:49:39.796321
ASG037975,CRS261592,2025-09-24T16:49:39.796321,fa_486a1ef9,False,MOD383486,future,657051563,2025-09-24T16:49:39.796321
ASG857855,CRS831057,2025-09-24T16:49:39.796321,fa_a113629a,False,MOD228517,future,657051563,2025-09-24T16:49:39.796321
ASG753549,CRS831057,2025-09-24T16:49:39.796321,fa_2862dc1e,False,MOD228517,future,657051563,2025-09-24T16:49:39.796321
ASG334226,CRS831057,2025-09-24T16:49:39.796321,fa_0ed34f7f,False,MOD982753,future,657051563,2025-09-24T16:49:39.796321
ASG969040,CRS831057,2025-09-24T16:49:39.796321,fa_5505210f,False,MOD982753,future,657051563,2025-09-24T16:49:39.796321
ASG680531,CRS831057,2025-09-24T16:49:39.796321,fa_42e94c44,False,MOD661977,future,657051563,2025-09-24T16:49:39.796321
ASG119864,CRS831057,2025-09-24T16:49:39.796321,fa_aaa90af8,False,MOD308740,future,657051563,2025-09-24T16:49:39.796321
ASG430137,CRS831057,2025-09-24T16:49:39.796321,fa_867ef250,False,MOD308740,future,657051563,2025-09-24T16:49:39.796321
ASG732860,CRS831057,2025-09-24T16:49:39.796321,fa_4170bfb0,False,MOD788235,future,657051563,2025-09-24T16:49:39.796321
ASG544071,CRS831057,2025-09-24T16:49:39.796321,fa_980985ed,False,MOD959497,future,657051563,2025-09-24T16:49:39.796321
ASG961711,CRS058797,2025-09-24T16:49:39.796321,fa_9c251535,False,MOD342337,future,657051563,2025-09-24T16:49:39.796321
ASG134566,CRS058797,2025-09-24T16:49:39.796321,fa_9a81cde1,False,MOD987246,future,657051563,2025-09-24T16:49:39.796321
ASG266948,CRS058797,2025-09-24T16:49:39.796321,fa_8b8bad86,False,MOD987246,future,657051563,2025-09-24T16:49:39.796321
ASG156319,CRS058797,2025-09-24T16:49:39.796321,fa_1fe724b7,False,MOD764544,future,657051563,2025-09-24T16:49:39.796321
ASG671266,CRS058797,2025-09-24T16:49:39.797224,fa_17f1e6d8,False,MOD764544,future,657051563,2025-09-24T16:49:39.797224
ASG468722,CRS058797,2025-09-24T16:49:39.797224,fa_ae875e30,False,MOD613318,future,657051563,2025-09-24T16:49:39.797224
ASG000246,CRS058797,2025-09-24T16:49:39.797224,fa_cfa530f5,False,MOD613318,future,657051563,2025-09-24T16:49:39.797224
ASG242021,CRS058797,2025-09-24T16:49:39.797224,fa_fff5cbba,False,MOD389985,future,657051563,2025-09-24T16:49:39.797224
ASG052242,CRS652689,2025-09-24T16:49:39.797224,fa_ee8bf07e,False,MOD272229,future,657051563,2025-09-24T16:49:39.797224
ASG932521,CRS652689,2025-09-24T16:49:39.797224,fa_02007e66,False,MOD272229,future,657051563,2025-09-24T16:49:39.797224
