assignDate,assignmentType,averageScore,courseId,createdAt,description,dueDate,id,lateRate,maxAttempts,maxScore,moduleId,name,submissionRate,updatedAt,weight
2024-11-25T00:00:00,Homework,0.0,CRS430230,2025-09-24T16:49:39.734144,השלם את התרגילים הללו כדי לחזק את הבנתך. This homework focuses on אלגברה Fundamentals Homework 1.,2024-11-30T00:00:00,ASG613485,0.0,2,100.0,MOD369841,אלגברה Fundamentals Homework 1,0,2025-09-24T16:49:39.734144,0.2
2024-11-26T00:00:00,Homework,0.0,CRS430230,2025-09-24T16:49:39.734144,השלם את התרגילים הללו כדי לחזק את הבנתך. This homework focuses on אלגברה Fundamentals Assessment 2.,2024-12-02T00:00:00,ASG534715,0.0,2,100.0,MOD369841,אלגברה Fundamentals Assessment 2,0,2025-09-24T16:49:39.734144,0.2
2024-12-03T00:00:00,Exam,0.0,CRS430230,2025-09-24T16:49:39.734144,מבחן זה בודק את הבנתך הכוללת של החומר. This exam focuses on אלגברה Discussion Assessment 1.,2024-12-09T00:00:00,ASG527103,0.0,3,100.0,MOD405876,אלגברה Discussion Assessment 1,0,2025-09-24T16:49:39.734144,0.3
2024-12-03T00:00:00,Project,0.0,CRS430230,2025-09-24T16:49:39.734144,פרויקט זה מאפשר יישום מעשי של המושגים שנלמדו. This project focuses on אלגברה Discussion Project 2.,2024-12-10T00:00:00,ASG442700,0.0,,100.0,MOD405876,אלגברה Discussion Project 2,0,2025-09-24T16:49:39.734144,0.25
2024-12-11T00:00:00,Project,0.0,CRS430230,2025-09-24T16:49:39.734144,פרויקט זה מאפשר יישום מעשי של המושגים שנלמדו. This project focuses on Project - Research Concepts.,2024-12-18T00:00:00,ASG517019,0.0,,100.0,MOD975016,Project - Research Concepts,0,2025-09-24T16:49:39.734144,0.25
2024-12-24T00:00:00,Quiz,0.0,CRS430230,2025-09-24T16:49:39.734144,מבחן קצר לבדיקת הבנתך של מושגים מרכזיים. This quiz focuses on Project Assessment 1.,2024-12-29T00:00:00,ASG273230,0.0,2,100.0,MOD016077,Project Assessment 1,0,2025-09-24T16:49:39.734144,0.15
2025-01-05T00:00:00,Exam,0.0,CRS430230,2025-09-24T16:49:39.734144,מבחן זה בודק את הבנתך הכוללת של החומר. This exam focuses on אלגברה Discussion.,2025-01-11T00:00:00,ASG055313,0.0,3,100.0,MOD635821,Exam 1: אלגברה Discussion,0,2025-09-24T16:49:39.734144,0.3
2025-02-11T00:00:00,Exam,0.0,CRS446141,2025-09-24T16:49:39.734144,הפגן שליטה בנושא באמצעות מבחן מעמיק זה. This exam focuses on Exam on אלגברה Fundamentals.,2025-02-15T00:00:00,ASG329057,0.0,1,100.0,MOD210995,Exam on אלגברה Fundamentals,0,2025-09-24T16:49:39.734144,0.3
2025-02-12T00:00:00,Exam,0.0,CRS446141,2025-09-24T16:49:39.734144,הפגן שליטה בנושא באמצעות מבחן מעמיק זה. This exam focuses on אלגברה Fundamentals.,2025-02-14T00:00:00,ASG284784,0.0,2,100.0,MOD210995,Exam 2: אלגברה Fundamentals,0,2025-09-24T16:49:39.734144,0.3
2025-02-19T00:00:00,Exam,0.0,CRS446141,2025-09-24T16:49:39.734144,הפגן שליטה בנושא באמצעות מבחן מעמיק זה. This exam focuses on Research in אלגברה Assessment 1.,2025-02-23T00:00:00,ASG009429,0.0,1,100.0,MOD874307,Research in אלגברה Assessment 1,0,2025-09-24T16:49:39.734144,0.3
2025-02-19T00:00:00,Exam,0.0,CRS446141,2025-09-24T16:49:39.734144,מבחן זה בודק את הבנתך הכוללת של החומר. This exam focuses on Research in אלגברה Assessment 2.,2025-02-26T00:00:00,ASG687550,0.0,1,100.0,MOD874307,Research in אלגברה Assessment 2,0,2025-09-24T16:49:39.734144,0.3
2025-02-27T00:00:00,Project,0.0,CRS446141,2025-09-24T16:49:39.734144,פרויקט זה מאפשר יישום מעשי של המושגים שנלמדו. This project focuses on Project on Discussion Applications.,2025-03-05T00:00:00,ASG628091,0.0,,100.0,MOD735642,Project on Discussion Applications,0,2025-09-24T16:49:39.734144,0.25
2025-03-08T00:00:00,Quiz,0.0,CRS446141,2025-09-24T16:49:39.734144,המבחן כולל את החומר המרכזי מהשיעורים האחרונים. This quiz focuses on Quiz - אלגברה Project Concepts.,2025-03-12T00:00:00,ASG200193,0.0,3,100.0,MOD373068,Quiz - אלגברה Project Concepts,0,2025-09-24T16:49:39.734144,0.15
2025-03-07T00:00:00,Project,0.0,CRS446141,2025-09-24T16:49:39.734144,פרויקט זה מאפשר יישום מעשי של המושגים שנלמדו. This project focuses on אלגברה Project.,2025-03-12T00:00:00,ASG432376,0.0,,100.0,MOD373068,Project 2: אלגברה Project,0,2025-09-24T16:49:39.734144,0.25
2025-03-15T00:00:00,Homework,0.0,CRS446141,2025-09-24T16:49:39.734144,משימת הבית הזו מספקת תרגול על מושגים מרכזיים. This homework focuses on Homework on Research Applications.,2025-03-21T00:00:00,ASG765867,0.0,1,100.0,MOD532943,Homework on Research Applications,0,2025-09-24T16:49:39.734144,0.2
2025-03-15T00:00:00,Homework,0.0,CRS446141,2025-09-24T16:49:39.734144,השלם את התרגילים הללו כדי לחזק את הבנתך. This homework focuses on Research Applications.,2025-03-21T00:00:00,ASG609768,0.0,5,100.0,MOD532943,Homework 2: Research Applications,0,2025-09-24T16:49:39.734144,0.2
2025-03-25T00:00:00,Exam,0.0,CRS446141,2025-09-24T16:49:39.734144,מבחן זה בודק את הבנתך הכוללת של החומר. This exam focuses on Exam on אלגברה Fundamentals.,2025-03-28T00:00:00,ASG914539,0.0,2,100.0,MOD666036,Exam on אלגברה Fundamentals,0,2025-09-24T16:49:39.734144,0.3
2025-03-25T00:00:00,Quiz,0.0,CRS446141,2025-09-24T16:49:39.734144,מבחן קצר לבדיקת הבנתך של מושגים מרכזיים. This quiz focuses on Quiz on אלגברה Fundamentals.,2025-03-27T00:00:00,ASG424151,0.0,3,100.0,MOD666036,Quiz on אלגברה Fundamentals,0,2025-09-24T16:49:39.734144,0.15
2025-04-02T00:00:00,Project,0.0,CRS446141,2025-09-24T16:49:39.734144,פרויקט זה מאפשר יישום מעשי של המושגים שנלמדו. This project focuses on Project - אלגברה Fundamentals Concepts.,2025-04-08T00:00:00,ASG528951,0.0,,100.0,MOD450429,Project - אלגברה Fundamentals Concepts,0,2025-09-24T16:49:39.734144,0.25
2025-04-01T00:00:00,Project,0.0,CRS446141,2025-09-24T16:49:39.734144,פַּתֵּחַ פרויקט שמדגים את הבנתך של החומר הנלמד. This project focuses on אלגברה Fundamentals.,2025-04-08T00:00:00,ASG429405,0.0,,100.0,MOD450429,Project 2: אלגברה Fundamentals,0,2025-09-24T16:49:39.734144,0.25
2025-04-11T00:00:00,Exam,0.0,CRS446141,2025-09-24T16:49:39.734144,הפגן שליטה בנושא באמצעות מבחן מעמיק זה. This exam focuses on Practice Assessment 1.,2025-04-13T00:00:00,ASG488161,0.0,1,100.0,MOD413247,Practice Assessment 1,0,2025-09-24T16:49:39.734144,0.3
2025-04-10T00:00:00,Quiz,0.0,CRS446141,2025-09-24T16:49:39.734144,מבחן קצר לבדיקת הבנתך של מושגים מרכזיים. This quiz focuses on Practice Quiz 2.,2025-04-14T00:00:00,ASG367080,0.0,3,100.0,MOD413247,Practice Quiz 2,0,2025-09-24T16:49:39.734144,0.15
2025-04-20T00:00:00,Quiz,0.0,CRS446141,2025-09-24T16:49:39.734144,מבחן קצר לבדיקת הבנתך של מושגים מרכזיים. This quiz focuses on Quiz on Theory Applications.,2025-04-23T00:00:00,ASG852991,0.0,2,100.0,MOD682512,Quiz on Theory Applications,0,2025-09-24T16:49:39.734144,0.15
2025-04-18T00:00:00,Quiz,0.0,CRS446141,2025-09-24T16:49:39.734144,המבחן כולל את החומר המרכזי מהשיעורים האחרונים. This quiz focuses on Quiz on Theory Applications.,2025-04-26T00:00:00,ASG993493,0.0,3,100.0,MOD682512,Quiz on Theory Applications,0,2025-09-24T16:49:39.734144,0.15
2025-04-29T00:00:00,Quiz,0.0,CRS446141,2025-09-24T16:49:39.734144,השלים את המבחן הזה כדי להפגין את ידיעותיך במושגים בסיסיים. This quiz focuses on אלגברה Project.,2025-05-03T00:00:00,ASG365489,0.0,2,100.0,MOD330967,Quiz 1: אלגברה Project,0,2025-09-24T16:49:39.734144,0.15
2025-04-29T00:00:00,Exam,0.0,CRS446141,2025-09-24T16:49:39.734144,מבחן זה בודק את הבנתך הכוללת של החומר. This exam focuses on Exam - אלגברה Project Concepts.,2025-05-02T00:00:00,ASG102439,0.0,1,100.0,MOD330967,Exam - אלגברה Project Concepts,0,2025-09-24T16:49:39.734144,0.3
2024-09-10T00:00:00,Project,74.43636363636364,CRS261592,2025-09-24T16:49:39.734144,פרויקט זה מאפשר יישום מעשי של המושגים שנלמדו. This project focuses on חשבון Research.,2024-09-16T00:00:00,ASG112449,18.181818181818183,,100.0,MOD360213,Project 1: חשבון Research,22,2025-09-24T16:49:39.773319,0.25
2024-09-20T00:00:00,Homework,74.05909090909091,CRS261592,2025-09-24T16:49:39.734144,משימת הבית הזו מספקת תרגול על מושגים מרכזיים. This homework focuses on חשבון Fundamentals Homework 1.,2024-09-25T00:00:00,ASG057014,18.181818181818183,2,100.0,MOD985400,חשבון Fundamentals Homework 1,22,2025-09-24T16:49:39.773319,0.2
2024-09-17T00:00:00,Quiz,74.55833333333334,CRS261592,2025-09-24T16:49:39.734144,השלים את המבחן הזה כדי להפגין את ידיעותיך במושגים בסיסיים. This quiz focuses on חשבון Fundamentals Quiz 2.,2024-09-23T00:00:00,ASG852721,0.0,2,100.0,MOD985400,חשבון Fundamentals Quiz 2,24,2025-09-24T16:49:39.773319,0.15
2024-09-27T00:00:00,Homework,74.37727272727273,CRS261592,2025-09-24T16:49:39.734144,משימת הבית הזו מספקת תרגול על מושגים מרכזיים. This homework focuses on Discussion in חשבון.,2024-10-02T00:00:00,ASG148982,0.0,2,100.0,MOD588503,Homework 1: Discussion in חשבון,22,2025-09-24T16:49:39.773319,0.2
2024-09-29T00:00:00,Homework,73.48947368421052,CRS261592,2025-09-24T16:49:39.734144,השלם את התרגילים הללו כדי לחזק את הבנתך. This homework focuses on Discussion in חשבון.,2024-10-03T00:00:00,ASG175536,15.789473684210526,2,100.0,MOD588503,Homework 2: Discussion in חשבון,19,2025-09-24T16:49:39.773319,0.2
2024-10-07T00:00:00,Project,77.7578947368421,CRS261592,2025-09-24T16:49:39.734144,צור פתרון מקיף שמציג את כישוריך. This project focuses on Theory Project 1.,2024-10-09T00:00:00,ASG313401,10.526315789473683,,100.0,MOD633349,Theory Project 1,19,2025-09-24T16:49:39.771314,0.25
2024-10-06T00:00:00,Exam,74.80869565217391,CRS261592,2025-09-24T16:49:39.734144,מבחן זה בודק את הבנתך הכוללת של החומר. This exam focuses on Theory Assessment 2.,2024-10-10T00:00:00,ASG410436,17.391304347826086,1,100.0,MOD633349,Theory Assessment 2,23,2025-09-24T16:49:39.773319,0.3
2024-10-13T00:00:00,Project,75.28,CRS261592,2025-09-24T16:49:39.734144,פרויקט זה מאפשר יישום מעשי של המושגים שנלמדו. This project focuses on Project on חשבון Fundamentals.,2024-10-20T00:00:00,ASG770137,10.0,,100.0,MOD426317,Project on חשבון Fundamentals,20,2025-09-24T16:49:39.773319,0.25
2024-10-14T00:00:00,Exam,75.78636363636363,CRS261592,2025-09-24T16:49:39.734144,מבחן זה בודק את הבנתך הכוללת של החומר. This exam focuses on Exam on חשבון Fundamentals.,2024-10-17T00:00:00,ASG098251,18.181818181818183,3,100.0,MOD426317,Exam on חשבון Fundamentals,22,2025-09-24T16:49:39.773319,0.3
2024-10-23T00:00:00,Homework,79.41764705882352,CRS261592,2025-09-24T16:49:39.734144,השתמש במה שלמדת כדי לפתור את הבעיות הללו. This homework focuses on Homework - חשבון Practice Concepts.,2024-10-25T00:00:00,ASG268002,35.294117647058826,4,100.0,MOD444415,Homework - חשבון Practice Concepts,17,2025-09-24T16:49:39.771314,0.2
2024-10-31T00:00:00,Quiz,85.99,CRS261592,2025-09-24T16:49:39.734144,השלים את המבחן הזה כדי להפגין את ידיעותיך במושגים בסיסיים. This quiz focuses on Research in חשבון Quiz 1.,2024-11-04T00:00:00,ASG263927,0.0,1,100.0,MOD922432,Research in חשבון Quiz 1,10,2025-09-24T16:49:39.771314,0.15
2024-11-08T00:00:00,Homework,0.0,CRS261592,2025-09-24T16:49:39.734144,השלם את התרגילים הללו כדי לחזק את הבנתך. This homework focuses on Homework on חשבון Discussion.,2024-11-10T00:00:00,ASG505574,0.0,4,100.0,MOD955420,Homework on חשבון Discussion,0,2025-09-24T16:49:39.734144,0.2
2024-11-06T00:00:00,Exam,90.73333333333333,CRS261592,2025-09-24T16:49:39.734144,הפגן שליטה בנושא באמצעות מבחן מעמיק זה. This exam focuses on חשבון Discussion Exam 2.,2024-11-10T00:00:00,ASG756236,0.0,1,100.0,MOD955420,חשבון Discussion Exam 2,3,2025-09-24T16:49:39.771314,0.3
2024-11-14T00:00:00,Quiz,0.0,CRS261592,2025-09-24T16:49:39.734144,השלים את המבחן הזה כדי להפגין את ידיעותיך במושגים בסיסיים. This quiz focuses on Quiz on חשבון Theory.,2024-11-18T00:00:00,ASG394130,0.0,2,100.0,MOD895159,Quiz on חשבון Theory,0,2025-09-24T16:49:39.734144,0.15
2024-11-22T00:00:00,Quiz,0.0,CRS261592,2025-09-24T16:49:39.734144,המבחן כולל את החומר המרכזי מהשיעורים האחרונים. This quiz focuses on Quiz on Practice.,2024-11-25T00:00:00,ASG595646,0.0,3,100.0,MOD383486,Quiz on Practice,0,2025-09-24T16:49:39.734144,0.15
2024-11-23T00:00:00,Quiz,0.0,CRS261592,2025-09-24T16:49:39.734144,השלים את המבחן הזה כדי להפגין את ידיעותיך במושגים בסיסיים. This quiz focuses on Practice.,2024-11-24T00:00:00,ASG037975,0.0,2,100.0,MOD383486,Quiz 2: Practice,0,2025-09-24T16:49:39.734144,0.15
2024-09-04T00:00:00,Homework,81.69047619047618,CRS831057,2025-09-24T16:49:39.734144,משימת הבית הזו מספקת תרגול על מושגים מרכזיים. This homework focuses on Practice Homework 1.,2024-09-11T00:00:00,ASG727651,0.0,1,100.0,MOD559644,Practice Homework 1,21,2025-09-24T16:49:39.771314,0.2
2024-09-12T00:00:00,Quiz,77.53750000000001,CRS831057,2025-09-24T16:49:39.734144,המבחן כולל את החומר המרכזי מהשיעורים האחרונים. This quiz focuses on Quiz - Research in פיזיקה Concepts.,2024-09-18T00:00:00,ASG176760,0.0,3,100.0,MOD913915,Quiz - Research in פיזיקה Concepts,24,2025-09-24T16:49:39.771314,0.15
2024-09-13T00:00:00,Quiz,75.744,CRS831057,2025-09-24T16:49:39.734144,מבחן קצר לבדיקת הבנתך של מושגים מרכזיים. This quiz focuses on Research in פיזיקה.,2024-09-18T00:00:00,ASG609707,0.0,3,100.0,MOD913915,Quiz 2: Research in פיזיקה,25,2025-09-24T16:49:39.773319,0.15
2024-09-21T00:00:00,Homework,73.89166666666667,CRS831057,2025-09-24T16:49:39.734144,השתמש במה שלמדת כדי לפתור את הבעיות הללו. This homework focuses on Homework on Theory.,2024-09-24T00:00:00,ASG251765,0.0,5,100.0,MOD415464,Homework on Theory,24,2025-09-24T16:49:39.771314,0.2
2024-09-30T00:00:00,Project,77.05000000000001,CRS831057,2025-09-24T16:49:39.734144,פַּתֵּחַ פרויקט שמדגים את הבנתך של החומר הנלמד. This project focuses on Research in פיזיקה Assessment 1.,2024-10-04T00:00:00,ASG220478,16.666666666666664,,100.0,MOD772650,Research in פיזיקה Assessment 1,18,2025-09-24T16:49:39.773319,0.25
2024-09-29T00:00:00,Quiz,76.02692307692308,CRS831057,2025-09-24T16:49:39.734144,השלים את המבחן הזה כדי להפגין את ידיעותיך במושגים בסיסיים. This quiz focuses on Research in פיזיקה Quiz 2.,2024-10-04T00:00:00,ASG746675,7.6923076923076925,3,100.0,MOD772650,Research in פיזיקה Quiz 2,26,2025-09-24T16:49:39.773319,0.15
2024-10-08T00:00:00,Quiz,73.132,CRS831057,2025-09-24T16:49:39.734144,המבחן כולל את החומר המרכזי מהשיעורים האחרונים. This quiz focuses on Practice Quiz 1.,2024-10-10T00:00:00,ASG924252,8.0,1,100.0,MOD627975,Practice Quiz 1,25,2025-09-24T16:49:39.771314,0.15
2024-10-08T00:00:00,Exam,77.71249999999999,CRS831057,2025-09-24T16:49:39.734144,מבחן זה בודק את הבנתך הכוללת של החומר. This exam focuses on Exam on Practice.,2024-10-11T00:00:00,ASG984246,50.0,1,100.0,MOD627975,Exam on Practice,24,2025-09-24T16:49:39.771314,0.3
2024-10-14T00:00:00,Exam,77.07916666666667,CRS831057,2025-09-24T16:49:39.734144,מבחן מקיף הכולל את כל הנושאים המרכזיים במודול זה. This exam focuses on Exam - פיזיקה Theory Concepts.,2024-10-18T00:00:00,ASG299100,20.833333333333336,2,100.0,MOD824980,Exam - פיזיקה Theory Concepts,24,2025-09-24T16:49:39.773319,0.3
2024-10-16T00:00:00,Quiz,77.29565217391304,CRS831057,2025-09-24T16:49:39.734144,מבחן קצר לבדיקת הבנתך של מושגים מרכזיים. This quiz focuses on פיזיקה Theory Quiz 2.,2024-10-20T00:00:00,ASG221221,0.0,1,100.0,MOD824980,פיזיקה Theory Quiz 2,23,2025-09-24T16:49:39.771314,0.15
2024-10-24T00:00:00,Exam,75.27272727272727,CRS831057,2025-09-24T16:49:39.734144,מבחן מקיף הכולל את כל הנושאים המרכזיים במודול זה. This exam focuses on Practice Applications Assessment 1.,2024-10-26T00:00:00,ASG482072,9.090909090909092,2,100.0,MOD214559,Practice Applications Assessment 1,22,2025-09-24T16:49:39.771314,0.3
2024-10-24T00:00:00,Exam,78.92222222222222,CRS831057,2025-09-24T16:49:39.734144,הפגן שליטה בנושא באמצעות מבחן מעמיק זה. This exam focuses on Practice Applications Assessment 2.,2024-10-27T00:00:00,ASG004712,0.0,3,100.0,MOD214559,Practice Applications Assessment 2,18,2025-09-24T16:49:39.771314,0.3
2024-10-31T00:00:00,Homework,78.36666666666666,CRS831057,2025-09-24T16:49:39.734144,השלם את התרגילים הללו כדי לחזק את הבנתך. This homework focuses on Homework - Research Applications Concepts.,2024-11-04T00:00:00,ASG871008,11.11111111111111,3,100.0,MOD616746,Homework - Research Applications Concepts,9,2025-09-24T16:49:39.771314,0.2
2024-11-08T00:00:00,Homework,91.7,CRS831057,2025-09-24T16:49:39.734144,השתמש במה שלמדת כדי לפתור את הבעיות הללו. This homework focuses on Homework - פיזיקה Research Concepts.,2024-11-11T00:00:00,ASG857855,0.0,2,100.0,MOD228517,Homework - פיזיקה Research Concepts,1,2025-09-24T16:49:39.756979,0.2
2024-11-09T00:00:00,Quiz,0.0,CRS831057,2025-09-24T16:49:39.734144,השלים את המבחן הזה כדי להפגין את ידיעותיך במושגים בסיסיים. This quiz focuses on Quiz - פיזיקה Research Concepts.,2024-11-11T00:00:00,ASG753549,0.0,2,100.0,MOD228517,Quiz - פיזיקה Research Concepts,0,2025-09-24T16:49:39.734144,0.15
2024-11-15T00:00:00,Exam,0.0,CRS831057,2025-09-24T16:49:39.734144,מבחן זה בודק את הבנתך הכוללת של החומר. This exam focuses on פיזיקה Fundamentals Exam 1.,2024-11-21T00:00:00,ASG334226,0.0,1,100.0,MOD982753,פיזיקה Fundamentals Exam 1,0,2025-09-24T16:49:39.734144,0.3
2024-11-16T00:00:00,Project,0.0,CRS831057,2025-09-24T16:49:39.734144,פַּתֵּחַ פרויקט שמדגים את הבנתך של החומר הנלמד. This project focuses on פיזיקה Fundamentals.,2024-11-19T00:00:00,ASG969040,0.0,,100.0,MOD982753,Project 2: פיזיקה Fundamentals,0,2025-09-24T16:49:39.734144,0.25
2024-11-23T00:00:00,Homework,0.0,CRS831057,2025-09-24T16:49:39.734144,משימת הבית הזו מספקת תרגול על מושגים מרכזיים. This homework focuses on Homework - Discussion Concepts.,2024-12-01T00:00:00,ASG680531,0.0,2,100.0,MOD661977,Homework - Discussion Concepts,0,2025-09-24T16:49:39.734144,0.2
2024-12-02T00:00:00,Project,0.0,CRS831057,2025-09-24T16:49:39.734144,פרויקט זה מאפשר יישום מעשי של המושגים שנלמדו. This project focuses on Practice in פיזיקה Project 1.,2024-12-07T00:00:00,ASG119864,0.0,,100.0,MOD308740,Practice in פיזיקה Project 1,0,2025-09-24T16:49:39.734144,0.25
2024-12-03T00:00:00,Project,0.0,CRS831057,2025-09-24T16:49:39.734144,פַּתֵּחַ פרויקט שמדגים את הבנתך של החומר הנלמד. This project focuses on Project on Practice in פיזיקה.,2024-12-09T00:00:00,ASG430137,0.0,,100.0,MOD308740,Project on Practice in פיזיקה,0,2025-09-24T16:49:39.734144,0.25
2024-12-12T00:00:00,Exam,0.0,CRS831057,2025-09-24T16:49:39.734144,מבחן מקיף הכולל את כל הנושאים המרכזיים במודול זה. This exam focuses on Project in פיזיקה Exam 1.,2024-12-15T00:00:00,ASG732860,0.0,3,100.0,MOD788235,Project in פיזיקה Exam 1,0,2025-09-24T16:49:39.734144,0.3
2024-12-20T00:00:00,Quiz,0.0,CRS831057,2025-09-24T16:49:39.734144,המבחן כולל את החומר המרכזי מהשיעורים האחרונים. This quiz focuses on Quiz - Theory Concepts.,2024-12-24T00:00:00,ASG544071,0.0,1,100.0,MOD959497,Quiz - Theory Concepts,0,2025-09-24T16:49:39.734144,0.15
2025-02-06T00:00:00,Quiz,0.0,CRS058797,2025-09-24T16:49:39.734144,השלים את המבחן הזה כדי להפגין את ידיעותיך במושגים בסיסיים. This quiz focuses on Quiz - Discussion Applications Concepts.,2025-02-21T00:00:00,ASG961711,0.0,3,100.0,MOD342337,Quiz - Discussion Applications Concepts,0,2025-09-24T16:49:39.734144,0.15
2025-02-22T00:00:00,Project,0.0,CRS058797,2025-09-24T16:49:39.734144,פרויקט זה מאפשר יישום מעשי של המושגים שנלמדו. This project focuses on Project Assessment 1.,2025-03-07T00:00:00,ASG134566,0.0,,100.0,MOD987246,Project Assessment 1,0,2025-09-24T16:49:39.734144,0.25
2025-02-24T00:00:00,Project,0.0,CRS058797,2025-09-24T16:49:39.734144,פַּתֵּחַ פרויקט שמדגים את הבנתך של החומר הנלמד. This project focuses on Project - Project Concepts.,2025-03-09T00:00:00,ASG266948,0.0,,100.0,MOD987246,Project - Project Concepts,0,2025-09-24T16:49:39.734144,0.25
2025-03-17T00:00:00,Project,0.0,CRS058797,2025-09-24T16:49:39.734144,צור פתרון מקיף שמציג את כישוריך. This project focuses on Research Applications Assessment 1.,2025-03-30T00:00:00,ASG156319,0.0,,100.0,MOD764544,Research Applications Assessment 1,0,2025-09-24T16:49:39.734144,0.25
2025-03-20T00:00:00,Quiz,0.0,CRS058797,2025-09-24T16:49:39.734144,מבחן קצר לבדיקת הבנתך של מושגים מרכזיים. This quiz focuses on Research Applications Assessment 2.,2025-04-04T00:00:00,ASG671266,0.0,2,100.0,MOD764544,Research Applications Assessment 2,0,2025-09-24T16:49:39.734144,0.15
2025-04-10T00:00:00,Project,0.0,CRS058797,2025-09-24T16:49:39.734144,צור פתרון מקיף שמציג את כישוריך. This project focuses on Project on Discussion.,2025-04-20T00:00:00,ASG468722,0.0,,100.0,MOD613318,Project on Discussion,0,2025-09-24T16:49:39.734144,0.25
